,Point of Sale Country,Company Name,Department,Travel Start Date,Travel End Date,Origin,Destination,Route,In Policy,Booking Method,Segment Count,Employee ID,Unit of Measurement,Currency,Mileage,Carbon Emission,Ticket Expense,Mileage Per ticket,Ticket Expense Per ticket,Carbon Emission Per ticket,Day of Week
3,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-07-12,2022-07-12,Banbury,London Marylebone,Banbury - London Marylebone,Yes,Online,1,20298.0,Kg|Km,GBP,120.86,4.96729,45.3,120.86,45.3,4.96729,Tuesday
138,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-05-12,2023-05-12,Doncaster,Doncaster,Doncaster - Doncaster,Yes,Online,3,15700.0,Kg|Km,GBP,840.08,34.52747,272.2,280.0266666666667,90.73333333333333,11.509156666666668,Friday
139,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-03-05,2023-03-05,Doncaster,Doncaster,Doncaster - Doncaster,Yes,Online,3,15700.0,Kg|Km,GBP,785.85,32.29843,125.5,261.95,41.833333333333336,10.766143333333334,Sunday
140,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-02-21,2023-02-21,Doncaster,Doncaster,Doncaster - Doncaster,Yes,Online,3,15700.0,Kg|Km,GBP,785.85,32.29843,151.0,261.95,50.333333333333336,10.766143333333334,Tuesday
141,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-07-02,2023-07-02,Doncaster,Doncaster,Doncaster - Doncaster,Yes,Online,3,15700.0,Kg|Km,GBP,785.85,32.29843,203.0,261.95,67.66666666666667,10.766143333333334,Sunday
148,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-08-31,2022-08-31,Ealing Broadway,Newport (South Wales),Ealing Broadway - Newport (South Wales),Yes,Online,1,14804.0,Kg|Km,GBP,212.46,8.73194,120.1,212.46,120.1,8.73194,Wednesday
236,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-12-13,2021-12-13,East Didsbury,Wigan North Western,East Didsbury - Wigan North Western,Yes,Online,1,19444.0,Kg|Km,GBP,50.87,2.09062,7.1,50.87,7.1,2.09062,Monday
237,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-10-16,2023-10-20,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,724.2,29.76474,40.4,241.4,13.466666666666667,9.92158,Monday
238,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-09-20,2023-09-21,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14799.0,Kg|Km,GBP,102.62,4.21771,40.2,34.20666666666667,13.4,1.4059033333333335,Wednesday
239,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-07-11,2023-09-11,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14799.0,Kg|Km,GBP,102.62,4.21771,40.2,34.20666666666667,13.4,1.4059033333333335,Tuesday
240,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-09-18,2023-09-21,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,724.2,29.76474,40.4,241.4,13.466666666666667,9.92158,Monday
241,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-09-05,2023-12-05,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,119.13,4.89608,40.4,39.71,13.466666666666667,1.6320266666666667,Tuesday
242,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-02-10,2023-06-10,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,724.2,29.76474,40.4,241.4,13.466666666666667,9.92158,Friday
243,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-11-01,2023-01-13,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,119.13,4.89608,38.2,39.71,12.733333333333334,1.6320266666666667,Wednesday
244,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-06-06,2022-10-06,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,102.62,4.21771,38.0,34.20666666666667,12.666666666666666,1.4059033333333335,Monday
245,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-07-03,2023-10-03,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,119.13,4.89608,40.4,39.71,13.466666666666667,1.6320266666666667,Monday
246,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-08-30,2022-08-31,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,102.62,4.21771,38.0,34.20666666666667,12.666666666666666,1.4059033333333335,Tuesday
247,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-11-13,2023-11-15,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14799.0,Kg|Km,GBP,102.62,4.21771,40.2,34.20666666666667,13.4,1.4059033333333335,Monday
248,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-01-30,2023-02-02,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,119.13,4.89608,38.2,39.71,12.733333333333334,1.6320266666666667,Monday
249,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-04-25,2023-04-28,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,119.13,4.89608,40.4,39.71,13.466666666666667,1.6320266666666667,Tuesday
250,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-06-27,2022-06-30,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,102.62,4.21771,38.0,34.20666666666667,12.666666666666666,1.4059033333333335,Monday
251,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-11-13,2023-11-16,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,724.2,29.76474,40.4,241.4,13.466666666666667,9.92158,Monday
252,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-09-25,2023-09-28,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14799.0,Kg|Km,GBP,102.62,4.21771,40.2,34.20666666666667,13.4,1.4059033333333335,Monday
253,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-05-22,2023-05-25,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,119.13,4.89608,40.4,39.71,13.466666666666667,1.6320266666666667,Monday
254,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-06-14,2022-06-15,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,102.62,4.21771,38.0,34.20666666666667,12.666666666666666,1.4059033333333335,Tuesday
255,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-04-09,2023-07-09,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,119.13,4.89608,40.4,39.71,13.466666666666667,1.6320266666666667,Sunday
256,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-09-10,2023-10-13,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,724.2,29.76474,40.4,241.4,13.466666666666667,9.92158,Sunday
257,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-10-10,2023-10-13,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14799.0,Kg|Km,GBP,102.62,4.21771,40.2,34.20666666666667,13.4,1.4059033333333335,Tuesday
258,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-11-07,2022-07-14,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,102.62,4.21771,38.0,34.20666666666667,12.666666666666666,1.4059033333333335,Monday
259,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-10-05,2022-05-13,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,102.62,4.21771,38.0,34.20666666666667,12.666666666666666,1.4059033333333335,Wednesday
260,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-03-13,2023-03-17,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,119.13,4.89608,40.4,39.71,13.466666666666667,1.6320266666666667,Monday
261,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-07-25,2022-07-29,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,102.62,4.21771,38.0,34.20666666666667,12.666666666666666,1.4059033333333335,Monday
262,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-04-09,2022-09-09,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,102.62,4.21771,38.0,34.20666666666667,12.666666666666666,1.4059033333333335,Saturday
263,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-01-17,2023-01-20,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,119.13,4.89608,38.2,39.71,12.733333333333334,1.6320266666666667,Tuesday
264,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-03-28,2023-03-31,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,119.13,4.89608,40.4,39.71,13.466666666666667,1.6320266666666667,Tuesday
265,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-02-27,2023-03-03,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,119.13,4.89608,38.2,39.71,12.733333333333334,1.6320266666666667,Monday
266,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-03-20,2023-03-23,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,119.13,4.89608,40.4,39.71,13.466666666666667,1.6320266666666667,Monday
267,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-11-09,2023-09-14,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,119.13,4.89608,40.4,39.71,13.466666666666667,1.6320266666666667,Thursday
268,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-10-16,2023-10-20,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14799.0,Kg|Km,GBP,102.62,4.21771,40.2,34.20666666666667,13.4,1.4059033333333335,Monday
269,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-03-07,2023-05-07,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,119.13,4.89608,40.4,39.71,13.466666666666667,1.6320266666666667,Tuesday
270,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-05-16,2022-05-20,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,102.62,4.21771,38.0,34.20666666666667,12.666666666666666,1.4059033333333335,Monday
271,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-04-04,2023-06-04,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,119.13,4.89608,40.4,39.71,13.466666666666667,1.6320266666666667,Tuesday
272,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-04-17,2023-04-20,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,119.13,4.89608,40.4,39.71,13.466666666666667,1.6320266666666667,Monday
273,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-04-12,2023-07-12,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,724.2,29.76474,40.4,241.4,13.466666666666667,9.92158,Wednesday
274,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-10-22,2023-10-27,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,724.2,29.76474,40.4,241.4,13.466666666666667,9.92158,Sunday
275,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-06-11,2023-09-11,Ebbsfleet International,Ebbsfleet International,Ebbsfleet International - Ebbsfleet International,Yes,Online,3,14792.0,Kg|Km,GBP,724.2,29.76474,40.4,241.4,13.466666666666667,9.92158,Sunday
276,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-09-03,2020-09-03,Ebbsfleet International,London St Pancras,Ebbsfleet International - London St Pancras,Yes,Online,1,14792.0,Kg|Km,GBP,39.24,1.61257,17.9,39.24,17.9,1.61257,Thursday
277,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-06-27,2023-06-28,Ebbsfleet International,London St Pancras,Ebbsfleet International - London St Pancras,Yes,Online,2,14792.0,Kg|Km,GBP,79.18,3.25432,40.3,39.59,20.15,1.62716,Tuesday
278,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-03-05,2022-03-05,Ebbsfleet International,London St Pancras,Ebbsfleet International - London St Pancras,Yes,Online,1,14792.0,Kg|Km,GBP,39.24,1.61257,19.1,39.24,19.1,1.61257,Saturday
279,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-09-20,2022-09-20,Ebbsfleet International,London St Pancras,Ebbsfleet International - London St Pancras,Yes,Online,1,14792.0,Kg|Km,GBP,39.24,1.61257,19.1,39.24,19.1,1.61257,Tuesday
280,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-11-22,2021-11-22,Ebbsfleet International,London St Pancras,Ebbsfleet International - London St Pancras,Yes,Online,1,14792.0,Kg|Km,GBP,39.24,1.61257,18.4,39.24,18.4,1.61257,Monday
281,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-03-04,2023-03-04,Ebbsfleet International,London St Pancras,Ebbsfleet International - London St Pancras,Yes,Online,1,14792.0,Kg|Km,GBP,39.24,1.61257,20.2,39.24,20.2,1.61257,Saturday
282,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-06-20,2023-06-20,Ebbsfleet International,London St Pancras,Ebbsfleet International - London St Pancras,Yes,Online,2,14792.0,Kg|Km,GBP,79.18,3.25432,40.3,39.59,20.15,1.62716,Tuesday
283,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-10-12,2021-10-12,Ebbsfleet International,London St Pancras,Ebbsfleet International - London St Pancras,Yes,Online,2,14792.0,Kg|Km,GBP,79.18,3.25432,36.7,39.59,18.35,1.62716,Tuesday
284,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-10-03,2022-10-03,Ebbsfleet International,London St Pancras,Ebbsfleet International - London St Pancras,Yes,Online,1,14792.0,Kg|Km,GBP,39.24,1.61257,19.1,39.24,19.1,1.61257,Monday
285,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-04-10,2021-04-10,Ebbsfleet International,London St Pancras,Ebbsfleet International - London St Pancras,Yes,Online,1,14792.0,Kg|Km,GBP,39.24,1.61257,18.4,39.24,18.4,1.61257,Saturday
286,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-10-09,2020-10-09,Ebbsfleet International,London St Pancras,Ebbsfleet International - London St Pancras,Yes,Online,2,14792.0,Kg|Km,GBP,79.18,3.25432,18.8,39.59,9.4,1.62716,Friday
287,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-01-20,2020-01-20,Ebbsfleet International,London St Pancras,Ebbsfleet International - London St Pancras,Yes,Online,1,14792.0,Kg|Km,GBP,39.24,1.61257,17.9,39.24,17.9,1.61257,Monday
288,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-10-02,2020-10-02,Ebbsfleet International,London St Pancras,Ebbsfleet International - London St Pancras,Yes,Online,1,14792.0,Kg|Km,GBP,39.24,1.61257,17.9,39.24,17.9,1.61257,Friday
289,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-02-17,2020-02-17,Ebbsfleet International,London St Pancras,Ebbsfleet International - London St Pancras,Yes,Online,2,14792.0,Kg|Km,GBP,79.18,3.25432,35.8,39.59,17.9,1.62716,Monday
290,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-02-03,2020-02-03,Ebbsfleet International,London St Pancras,Ebbsfleet International - London St Pancras,Yes,Online,1,14792.0,Kg|Km,GBP,39.24,1.61257,17.9,39.24,17.9,1.61257,Monday
291,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-03-15,2020-03-15,Ebbsfleet International,London St Pancras,Ebbsfleet International - London St Pancras,Yes,Online,1,14792.0,Kg|Km,GBP,39.24,1.61257,17.9,39.24,17.9,1.61257,Sunday
292,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-04-19,2022-04-19,Ebbsfleet International,London St Pancras,Ebbsfleet International - London St Pancras,Yes,Online,1,14792.0,Kg|Km,GBP,39.24,1.61257,19.1,39.24,19.1,1.61257,Tuesday
293,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-05-23,2023-05-23,Ebbsfleet International,Stockport,Ebbsfleet International - Stockport,Unknown,Agent Assisted,1,14790.0,Kg|Km,GBP,363.04,14.92089,207.3,363.04,207.3,14.92089,Tuesday
294,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-10-18,2023-10-18,Ebbsfleet International,Stratford International,Ebbsfleet International - Stratford International,Yes,Online,1,14799.0,Kg|Km,GBP,34.19,1.40522,20.1,34.19,20.1,1.40522,Wednesday
295,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-08-23,2022-08-23,Ebbsfleet International,Stratford International,Ebbsfleet International - Stratford International,Yes,Online,2,14790.0,Kg|Km,GBP,68.41,2.81147,37.9,34.205,18.95,1.405735,Tuesday
296,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-02-10,2023-02-10,Ebbsfleet International,Stratford International,Ebbsfleet International - Stratford International,Yes,Online,1,14799.0,Kg|Km,GBP,34.19,1.40522,20.1,34.19,20.1,1.40522,Friday
297,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-12-09,2022-12-09,Ebbsfleet International,Stratford International,Ebbsfleet International - Stratford International,Yes,Online,1,14792.0,Kg|Km,GBP,34.19,1.40522,19.0,34.19,19.0,1.40522,Friday
298,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-09-22,2023-09-22,Ebbsfleet International,Unknown,Ebbsfleet International - Unknown,Yes,Online,1,14792.0,Kg|Km,GBP,241.4,9.92158,20.2,241.4,20.2,9.92158,Friday
299,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-11-28,2023-11-28,Ebbsfleet International,Unknown,Ebbsfleet International - Unknown,Yes,Online,2,14792.0,Kg|Km,GBP,482.8,19.84316,40.3,241.4,20.15,9.92158,Tuesday
300,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-11-24,2023-11-24,Ebbsfleet International,Unknown,Ebbsfleet International - Unknown,Yes,Online,2,14792.0,Kg|Km,GBP,482.8,19.84316,40.3,241.4,20.15,9.92158,Friday
301,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-11-21,2023-11-21,Ebbsfleet International,Unknown,Ebbsfleet International - Unknown,Yes,Online,2,14792.0,Kg|Km,GBP,482.8,19.84316,40.3,241.4,20.15,9.92158,Tuesday
